YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 05 26 19 00   6  9.1 10.8  2.87 10.00  6.27 999 1004.1   8.6   7.8   8.5 99.0 99.00
2005 05 26 20 00 348  7.6  9.0  2.31 10.00  6.02 999 1004.0   8.7   7.8   8.6 99.0 99.00
2005 05 26 21 00 342  6.0  7.2  2.37 10.00  6.13 999 1003.9   8.8   7.8   8.7 99.0 99.00
2005 05 26 22 00 329  5.1  6.0  2.11  9.09  6.28 999 1003.7   8.9   7.8   8.8 99.0 99.00
2005 05 26 23 00 335  5.1  6.2  2.12 10.00  6.75 999 1003.6   9.0   7.8   8.9 99.0 99.00
2005 05 27 00 00 322  4.9  5.7  2.07 10.00  6.76 999 1003.8   9.0   7.8   8.9 99.0 99.00
2005 05 27 01 00 316  4.5  5.3  1.75  9.09  6.31 999 1003.7   9.0   7.8   8.9 99.0 99.00
2005 05 27 02 00 358  5.6  7.9  1.74  9.09  6.60 999 1003.8   9.2   7.8   9.1 99.0 99.00
2005 05 27 03 00 323  2.8  3.7  1.92 10.00  6.84 999 1003.3   8.9   7.8   8.8 99.0 99.00
2005 05 27 04 00  14  4.5  5.9  1.83 10.00  7.34 999 1003.3   8.7   7.8   8.6 99.0 99.00
2005 05 27 05 00  12  1.0  2.6  1.66  9.09  7.10 999 1003.6   8.1   7.5   8.0 99.0 99.00
2005 05 27 06 00 360  2.4  3.1  1.63  9.09  7.23 999 1003.4   8.2   7.5   8.1 99.0 99.00
2005 05 27 07 00 360  4.2  5.1  1.62 11.11  7.58 999 1003.2   8.1   7.5   8.0 99.0 99.00
2005 05 27 08 00 342  3.4  4.2  1.59 11.11  7.47 999 1003.3   8.3   7.5   8.2 99.0 99.00
2005 05 27 09 00 356  4.6  5.4  1.70 10.00  7.17 999 1004.0   8.2   7.5   8.1 99.0 99.00
2005 05 27 10 00 325  2.0  2.5  1.72 10.00  7.06 999 1004.8   8.2   7.5   8.1 99.0 99.00
2005 05 27 11 00 288  1.8  2.7  1.86 10.00  7.44 999 1005.1   8.5   7.5   8.5 99.0 99.00
2005 05 27 12 00 295  2.8  3.7  1.54  9.09  6.98 999 1005.6   8.9   7.5   8.9 99.0 99.00
2005 05 27 13 00 338  3.6  4.4  1.66  9.09  7.01 999 1006.1   9.4   7.5   9.3 99.0 99.00
2005 05 27 14 00 307  1.9  2.5  1.74 10.00  7.19 999 1006.4   9.4   7.5   9.3 99.0 99.00
2005 05 27 15 00 299  1.5  2.2  1.75  9.09  7.02 999 1007.0   9.7   7.8   9.6 99.0 99.00
2005 05 27 16 00  59  1.0  1.5  1.50  8.33  6.49 999 1007.1   9.8   7.8   9.7 99.0 99.00
2005 05 27 17 00  49  3.3  4.0  1.53 10.00  6.65 999 1006.4   9.5   8.0   9.3 99.0 99.00
2005 05 27 18 00  86  1.6  2.2  1.37  9.09  6.38 999 1006.5   9.7   8.7   9.6 99.0 99.00
2005 05 27 19 00 129  2.2  2.5  1.32 10.00  6.77 999 1007.1   9.8   8.5   9.7 99.0 99.00
2005 05 27 20 00 121  3.3  3.7  1.23 10.00  6.66 999 1007.0   9.5   8.9   9.4 99.0 99.00
2005 05 27 21 00 121  3.2  3.7  1.13 10.00  6.77 999 1007.1   9.4   8.9   9.3 99.0 99.00
2005 05 27 22 00 135  4.9  5.6  1.18 10.00  7.24 999 1006.6   9.4   8.6   9.3 99.0 99.00
2005 05 27 23 00 135  4.5  5.2  0.99  9.09  6.83 999 1007.1   9.6   8.7   9.4 99.0 99.00
2005 05 28 00 00 134  3.8  4.1  1.00 10.00  7.17 999 1007.3   9.5   8.6   9.3 99.0 99.00
2005 05 28 01 00 121  3.9  4.7  0.94 10.00  7.00 999 1007.9   9.7   8.3   9.6 99.0 99.00
2005 05 28 02 00 156  3.6  4.0  1.17  9.09  7.60 999 1008.7  10.2   8.4  10.1 99.0 99.00
2005 05 28 03 00 170  3.1  4.1  1.11  9.09  7.28 999 1008.0  11.1   8.3  10.6 99.0 99.00
2005 05 28 04 00 211  4.1  4.8  1.04 10.00  7.50 999 1007.6  11.3   8.3  10.9 99.0 99.00
2005 05 28 05 00 230  5.0  6.4  1.03  9.09  7.52 999 1007.3  11.1   8.6  10.9 99.0 99.00
2005 05 28 06 00 261  4.0  4.9  1.07  9.09  7.55 999 1007.2  11.7   8.6  11.6 99.0 99.00
2005 05 28 07 00 281  2.2  3.1  0.97  9.09  7.33 999 1007.3  10.3   8.6  10.2 99.0 99.00
2005 05 28 08 00 283  1.8  2.4  0.94 10.00  7.21 999 1007.3  10.5   8.3  10.5 99.0 99.00
2005 05 28 09 00 261  3.5  4.3  0.78 10.00  6.96 999 1007.8  11.1   8.3  11.0 99.0 99.00
2005 05 28 10 00 240  2.5  2.9  0.83  9.09  7.24 999 1008.2  10.2   8.3  10.2 99.0 99.00
2005 05 28 11 00 221  1.3  2.5  0.74 10.00  7.12 999 1008.6  10.5   8.2  10.5 99.0 99.00
2005 05 28 12 00 241  2.2  2.6  0.72  9.09  7.30 999 1008.8  10.5   8.3  10.4 99.0 99.00
2005 05 28 13 00 291  2.1  2.8  0.72 10.00  7.01 999 1009.3  11.5   8.6  11.3 99.0 99.00
2005 05 28 14 00 231  3.4  3.8  0.77  9.09  7.28 999 1008.8  12.1   9.0  11.6 99.0 99.00
2005 05 28 15 00 232  3.6  4.0  0.70  9.09  6.95 999 1008.9  14.0   9.4  11.8 99.0 99.00
2005 05 28 16 00 180  1.1  1.4  0.76  9.09  6.84 999 1008.6  18.0   9.4  11.3 99.0 99.00
2005 05 28 17 00 142  3.0  3.2  0.74  8.33  6.90 999 1008.0  18.3   9.4  11.0 99.0 99.00
2005 05 28 18 00 132  4.5  5.8  0.72  9.09  6.75 999 1007.8  13.6  10.5  11.8 99.0 99.00
2005 05 28 19 00 141  4.7  5.6  0.69 10.00  6.96 999 1007.2  14.5  11.3  11.2 99.0 99.00
2005 05 28 20 00 127  5.3  6.7  0.68 10.00  6.68 999 1007.1  13.6  10.2  11.1 99.0 99.00
2005 05 28 21 00 106  3.4  4.0  0.56 10.00  6.52 999 1007.0  13.8  10.6  10.4 99.0 99.00
2005 05 28 22 00  13  2.8  4.9  0.52  9.09  6.50 999 1007.1  16.7  10.2  11.1 99.0 99.00
2005 05 28 23 00  95  3.5  4.5  0.54  9.09  7.18 999 1007.0  18.1   9.8   8.9 99.0 99.00
2005 05 29 00 00 204  6.0  9.2  0.46  9.09  5.78 999 1006.8  17.1  10.2  10.7 99.0 99.00
2005 05 29 01 00 137  5.7  6.8  0.57  9.09  3.92 999 1007.0  16.6   9.0  10.6 99.0 99.00
2005 05 29 02 00 199  5.8  6.8  0.51  9.09  6.10 999 1007.8  14.0   9.4   9.3 99.0 99.00
2005 05 29 03 00 220 12.7 15.1  0.50  8.33  5.29 999 1005.7  14.9   9.1  10.2 99.0 99.00
2005 05 29 04 00 229  8.0  9.8  0.55  8.33  4.90 999 1006.1  13.6   9.0  10.1 99.0 99.00
2005 05 29 05 00 210  6.5  7.1  0.47  8.33  6.16 999 1005.6  12.9   9.1  10.2 99.0 99.00
2005 05 29 06 00 182  5.0  5.4  0.51  8.33  6.77 999 1005.5  11.8   9.4  10.1 99.0 99.00
2005 05 29 07 00   5  1.2  2.6  0.49  8.33  6.82 999 1006.1  12.3   9.5  10.4 99.0 99.00
2005 05 29 08 00  57  2.1  2.5  0.46  9.09  5.83 999 1006.0   9.9   9.4   9.5 99.0 99.00
2005 05 29 09 00 158  2.3  2.7  0.45  7.14  6.18 999 1005.7  10.0   9.1   9.9 99.0 99.00
2005 05 29 10 00 251  1.2  1.6  0.38 10.00  6.04 999 1006.3  10.6   9.0  10.5 99.0 99.00
2005 05 29 11 00 278  1.3  1.6  0.39  9.09  5.66 999 1006.3  11.3   9.4  11.0 99.0 99.00
2005 05 29 12 00 320  2.9  3.3  0.38 10.00  6.09 999 1007.0  10.6   9.1  10.3 99.0 99.00
2005 05 29 13 00 352  3.8  4.6  0.38  9.09  6.15 999 1007.3  10.2   9.1   9.4 99.0 99.00
2005 05 29 14 00  12  4.4  5.1  0.35  9.09  5.97 999 1007.8  10.6   9.0  10.3 99.0 99.00
2005 05 29 15 00   2  4.4  5.2  0.43 10.00  5.37 999 1008.6  10.5   9.0   9.5 99.0 99.00
2005 05 29 16 00  18  3.6  4.8  0.55  9.09  4.20 999 1008.3  10.2   9.0   9.3 99.0 99.00
2005 05 29 17 00  21  3.9  4.4  0.55  9.09  4.60 999 1007.9  10.2   9.3   9.3 99.0 99.00
2005 05 29 18 00  12  2.1  2.4  0.51  8.33  4.92 999 1007.7  10.5   9.7   9.5 99.0 99.00
2005 05 29 20 00  62  3.6  4.6  0.50  8.33  5.72 999 1007.1  10.6  10.6   9.8 99.0 99.00
2005 05 29 21 00  26  3.8  4.3  0.42  8.33  5.79 999 1007.2  10.1   9.7   9.9 99.0 99.00
2005 05 29 22 00 328  1.0  2.0  0.48 10.00  5.59 999 1008.5  10.5   9.5   9.8 99.0 99.00
2005 05 29 23 00 216  1.4  1.9  0.40  7.69  4.74 999 1008.8  10.2   9.7   9.6 99.0 99.00
2005 05 30 00 00  50  1.8  2.2  0.39 10.00  4.78 999 1009.4  10.0   9.5   9.9 99.0 99.00
2005 05 30 01 00  81  0.7  1.6  0.39 10.00  6.00 999 1009.6   9.8   9.5   9.6 99.0 99.00
2005 05 30 02 00 269  2.2  3.2  0.33 10.00  5.72 999 1010.4  10.2  10.2  10.1 99.0 99.00
2005 05 30 03 00 173  2.5  2.9  0.33  9.09  6.34 999 1009.7  10.2   9.8  10.1 99.0 99.00
2005 05 30 04 00 267  2.7  3.3  0.34  8.33  6.61 999 1010.2  10.6   9.5  10.5 99.0 99.00
2005 05 30 05 00 236  2.4  2.7  0.34  6.67  6.37 999 1009.6  10.9   9.4  10.8 99.0 99.00
2005 05 30 06 00 218  3.2  3.7  0.35  8.33  6.20 999 1009.6  11.0   9.5  10.9 99.0 99.00
2005 05 30 07 00 236  2.9  3.2  0.36 10.00  6.37 999 1009.4  11.1   9.4  11.0 99.0 99.00
2005 05 30 08 00 248  3.7  4.0  0.35  8.33  6.39 999 1009.4  11.0   9.4  10.9 99.0 99.00
2005 05 30 09 00 234  3.8  4.1  0.36  8.33  6.44 999 1009.6  11.3   9.4  11.2 99.0 99.00
2005 05 30 10 00 237  3.7  4.1  0.34  8.33  6.44 999 1009.7  11.4   9.5  11.3 99.0 99.00
2005 05 30 11 00 247  2.8  3.3  0.35  9.09  6.40 999 1010.3  11.3   9.5  11.2 99.0 99.00
2005 05 30 12 00 260  2.9  3.2  0.37 10.00  6.35 999 1011.0  11.4   9.7  11.2 99.0 99.00
2005 05 30 13 00 238  2.6  3.0  0.33 10.00  6.38 999 1011.7  11.8   9.8  11.7 99.0 99.00
2005 05 30 14 00 243  3.1  3.3  0.35  7.14  6.40 999 1011.7  13.0  10.2  11.7 99.0 99.00
2005 05 30 15 00 214  2.4  2.6  0.38  9.09  5.43 999 1011.7  14.1  10.7  11.4 99.0 99.00
2005 05 30 16 00 185  2.3  2.4  0.34  8.33  6.10 999 1011.3  16.3  12.0  10.9 99.0 99.00
2005 05 30 17 00 108  3.4  3.7  0.37  6.67  5.96 999 1011.0  14.8  12.8  12.0 99.0 99.00
2005 05 30 18 00 136  2.9  3.7  0.41  7.14  5.31 999 1011.0  12.9  11.6  12.1 99.0 99.00
2005 05 30 19 00  94  3.1  3.5  0.41  7.69  5.42 999 1010.9  13.3  12.2  11.8 99.0 99.00
2005 05 30 20 00 356  3.0  3.8  0.41  7.14  5.52 999 1011.7  12.9  11.7  12.3 99.0 99.00
2005 05 30 21 00  58  1.8  2.6  0.42 16.67  5.65 999 1011.9  12.5  12.1  12.4 99.0 99.00
2005 05 30 22 00 306  0.4  0.9  0.40 14.29  5.80 999 1012.5  13.2  11.8  12.8 99.0 99.00
2005 05 30 23 00 298  0.8  1.5  0.40  8.33  5.58 999 1011.9  14.8  12.5  11.0 99.0 99.00
2005 05 31 00 00 212  0.5  0.8  0.36 14.29  5.84 999 1012.0  12.9  11.8  11.8 99.0 99.00
2005 05 31 01 00 184  0.5  1.5  0.34 16.67  6.43 999 1012.6  12.5  11.3  11.5 99.0 99.00
2005 05 31 02 00  66  0.7  1.1  0.34 16.67  6.98 999 1013.3  12.1  10.5  11.7 99.0 99.00
2005 05 31 03 00 136  1.3  1.5  0.36  7.14  6.93 999 1013.5  12.1  10.7  12.0 99.0 99.00
2005 05 31 04 00 281  1.0  1.3  0.34 16.67  7.04 999 1014.1  12.5  11.0  12.1 99.0 99.00
2005 05 31 05 00 247  1.4  1.7  0.34  6.25  6.60 999 1014.1  12.7  11.3  12.6 99.0 99.00
2005 05 31 06 00   7  0.9  1.3  0.35  6.25  6.45 999 1013.9  12.2  11.4  12.0 99.0 99.00
2005 05 31 07 00  22  4.6  5.5  0.35  9.09  6.25 999 1013.5  11.3  11.4  11.1 99.0 99.00
2005 05 31 08 00  14  5.1  6.4  0.41 16.67  6.18 999 1014.1   9.5  10.9   9.4 99.0 99.00
2005 05 31 09 00  18  6.9  7.7  0.43  2.50  3.77 999 1014.3   9.5  10.6   9.4 99.0 99.00
2005 05 31 10 00  17  5.5  6.4  0.63  3.13  3.49 999 1015.0   9.5  10.3   9.4 99.0 99.00
2005 05 31 11 00  21  6.3  7.2  0.66  3.13  3.33 999 1015.6   9.1  10.3   9.0 99.0 99.00
2005 05 31 12 00  20  6.3  7.1  0.74  3.13  3.67 999 1016.6   9.0  10.2   8.9 99.0 99.00
2005 05 31 13 00   8  4.4  5.3  0.59  3.45  3.53 999 1017.9   8.8   9.8   8.7 99.0 99.00
2005 05 31 14 00  17  5.5  6.4  0.55  3.33  3.65 999 1018.1   8.7  10.2   8.6 99.0 99.00
2005 05 31 15 00   8  4.3  5.3  0.55  3.23  3.50 999 1018.8   8.7  10.2   8.6 99.0 99.00
2005 05 31 16 00  10  5.0  5.8 99.00 99.00 99.00 999 1019.5   8.6  10.2   8.5 99.0 99.00
2005 05 31 17 00   7  5.9  6.9  0.54  3.13  3.52 999 1019.5   8.5  10.2   8.4 99.0 99.00
2005 05 31 19 00  15  6.6  7.9  0.65  3.33  3.43 999 1019.6   8.3  10.1   8.2 99.0 99.00
2005 05 31 20 00  15  7.0  8.1  0.67  3.13  3.44 999 1019.7   8.2  10.2   8.1 99.0 99.00
2005 05 31 21 00   6  7.3  8.3  0.75  3.57  3.34 999 1019.6   8.2  10.0   8.1 99.0 99.00
2005 05 31 22 00  18  6.1  7.0  0.70  3.45  3.35 999 1020.3   8.2   9.8   8.1 99.0 99.00
2005 05 31 23 00  14  6.1  7.0  0.65  3.57  3.41 999 1020.5   8.3   9.8   8.2 99.0 99.00
2005 06 01 00 00  17  5.7  6.6 99.00 99.00 99.00 999 1020.5   8.3   9.8   8.2 99.0 99.00
2005 06 01 01 00  16  5.7  6.4 99.00 99.00 99.00 999 1021.0   8.3   9.7   8.2 99.0 99.00
2005 06 01 02 00  12  4.4  5.1  0.58  4.00  3.66 999 1021.9   8.6   9.7   8.5 99.0 99.00
2005 06 01 03 00  23  4.4  5.1  0.60  4.35  3.89 999 1022.4   8.6   9.7   8.4 99.0 99.00
2005 06 01 04 00   6  3.0  3.5  0.58  4.00  4.18 999 1022.7   8.6   9.7   8.5 99.0 99.00
2005 06 01 05 00   5  3.7  4.3  0.56  4.35  4.00 999 1022.6   8.7   9.7   8.5 99.0 99.00
2005 06 01 06 00 357  3.2  3.9  0.57  4.35  4.32 999 1022.3   9.0   9.7   8.9 99.0 99.00
2005 06 01 07 00 357  2.8  3.5  0.55  4.35  4.31 999 1022.1   9.4   9.7   9.3 99.0 99.00
2005 06 01 08 00 350  4.0  4.7  0.55  4.35  4.23 999 1022.0   9.4   9.5   9.2 99.0 99.00
2005 06 01 09 00  22  3.3  4.2  0.59  4.35  4.17 999 1022.1   9.0   9.7   8.9 99.0 99.00
2005 06 01 10 00  15  3.8  4.6  0.61  4.55  4.47 999 1022.7   8.9   9.7   8.8 99.0 99.00
2005 06 01 11 00  35  3.9  4.8  0.62  4.17  4.14 999 1023.4   8.7   9.7   8.6 99.0 99.00
2005 06 01 12 00  41  3.1  3.6  0.59  4.55  4.30 999 1024.1   8.6   9.7   8.5 99.0 99.00
2005 06 01 13 00  32  2.4  3.0  0.58 14.29  4.54 999 1024.6   8.7   9.8   8.6 99.0 99.00
2005 06 01 14 00 354  0.2  0.6  0.53  4.35  4.46 999 1025.6   9.2   9.8   8.7 99.0 99.00
2005 06 01 15 00  17  1.0  1.3  0.48 14.29  4.88 999 1025.7   9.7  10.3   8.7 99.0 99.00
2005 06 01 16 00  44  0.9  1.4  0.47  4.55  4.90 999 1025.7  10.2  11.0   8.9 99.0 99.00
2005 06 01 17 00  55  1.4  1.9  0.46 14.29  5.11 999 1025.2  10.2  11.7   9.3 99.0 99.00
2005 06 01 18 00  88  1.8  2.2  0.46  4.55  5.13 999 1025.1  10.5  12.0   9.6 99.0 99.00
2005 06 01 19 00  95  2.7  3.2  0.48 14.29  4.85 999 1025.0  10.4  11.8   9.6 99.0 99.00
2005 06 01 20 00 125  3.9  4.1  0.44 14.29  4.89 999 1024.3  10.5  11.8   9.8 99.0 99.00
2005 06 01 21 00 114  3.5  3.8  0.46 14.29  4.86 999 1024.3  11.0  11.4  10.0 99.0 99.00
2005 06 01 22 00 117  3.9  4.7  0.48 14.29  4.97 999 1024.1  11.0  11.4  10.1 99.0 99.00
2005 06 01 23 00 110  5.3  6.4  0.48  4.00  4.79 999 1024.1  11.0  11.0  10.3 99.0 99.00
2005 06 02 00 00 135  5.1  6.2  0.50 12.50  4.87 999 1024.2  11.0  11.0  10.5 99.0 99.00
2005 06 02 01 00 157  4.3  5.2  0.47 14.29  5.26 999 1025.0  11.0  10.9  10.8 99.0 99.00
2005 06 02 02 00 158  4.0  4.7  0.41 12.50  5.29 999 1025.2  11.0  10.6  10.9 99.0 99.00
2005 06 02 03 00 176  4.1  4.6  0.37 12.50  5.47 999 1025.1  11.3  10.6  11.1 99.0 99.00
2005 06 02 04 00 198  4.5  5.3  0.38 12.50  5.68 999 1025.0  11.0  10.6  10.9 99.0 99.00
2005 06 02 05 00 205  3.9  4.9  0.37  7.14  5.76 999 1024.9  10.6  10.6  10.5 99.0 99.00
2005 06 02 06 00 205  4.6  5.8  0.37  7.69  5.55 999 1024.5  10.9  10.6  10.8 99.0 99.00
2005 06 02 07 00 204  5.2  6.0  0.45  2.63  3.21 999 1024.2  10.9  10.6  10.8 99.0 99.00
2005 06 02 08 00 219  3.8  4.4  0.35  7.69  4.87 999 1024.1  11.0  10.6  10.8 99.0 99.00
2005 06 02 09 00 226  5.0  6.6  0.36 14.29  5.18 999 1024.2  10.8  10.5  10.6 99.0 99.00
2005 06 02 10 00 230  5.2  6.0  0.38  2.56  3.65 999 1024.3  10.6  10.5  10.5 99.0 99.00
2005 06 02 11 00 236  4.8  5.7  0.39  2.50  3.90 999 1024.9  10.5  10.3  10.4 99.0 99.00
2005 06 02 12 00 224  4.1  5.0  0.35 12.50  4.56 999 1025.0  10.6  10.3  10.4 99.0 99.00
2005 06 02 13 00 233  2.1  2.9  0.36 12.50  5.11 999 1025.1  11.3  10.5  10.8 99.0 99.00
2005 06 02 14 00 276  1.4  1.9  0.37  8.33  5.38 999 1025.0  11.4  10.5  10.8 99.0 99.00
2005 06 02 15 00 112  0.5  0.8  0.39 12.50  6.25 999 1025.0  12.6  11.4  11.0 99.0 99.00
2005 06 02 16 00 118  3.4  4.0  0.37 14.29  6.26 999 1024.3  12.1  12.0  11.3 99.0 99.00
2005 06 02 17 00 118  3.1  3.7  0.41 12.50  5.48 999 1024.1  12.1  12.3  11.9 99.0 99.00
2005 06 02 18 00 121  4.8  5.4  0.38  7.14  6.00 999 1023.1  12.6  12.1  11.9 99.0 99.00
2005 06 02 19 00 128  5.7  6.4  0.46  7.14  4.21 999 1022.6  13.6  11.7  12.2 99.0 99.00
2005 06 02 20 00 133  5.6  6.3  0.59  2.94  3.77 999 1022.0  13.8  11.7  11.9 99.0 99.00
2005 06 02 21 00 140  5.0  5.5  0.56  6.25  4.04 999 1021.2  14.1  11.8  12.3 99.0 99.00
2005 06 02 22 00 140  6.3  7.0  0.57  7.69  4.41 999 1020.5  14.5  11.8  12.1 99.0 99.00
2005 06 02 23 00 149  6.4  7.3  0.63  8.33  3.91 999 1020.5  14.2  11.4  11.9 99.0 99.00
2005 06 03 00 00 156  5.6  6.2  0.64  8.33  3.82 999 1020.5  13.7  11.3  12.2 99.0 99.00
2005 06 03 01 00 176  5.0  5.4  0.58  7.14  4.46 999 1021.1  14.4  11.8  12.3 99.0 99.00
2005 06 03 02 00 175  4.7  5.1  0.57  7.69  4.63 999 1021.8  13.7  11.7  12.0 99.0 99.00
2005 06 03 03 00 184  4.2  5.0  0.59 10.00  4.54 999 1021.3  12.9  11.8  11.4 99.0 99.00
2005 06 03 04 00 201  3.8  4.5  0.63  8.33  4.37 999 1021.9  12.4  11.8  11.4 99.0 99.00
2005 06 03 05 00 187  4.8  5.4  0.68  9.09  5.11 999 1021.7  11.5  11.7  10.8 99.0 99.00
2005 06 03 06 00 188  4.2  5.0  0.64  9.09  5.12 999 1021.9  11.3  11.7  11.0 99.0 99.00
2005 06 03 07 00 221  2.8  3.8  0.58  8.33  5.46 999 1021.9  11.2  11.7  11.0 99.0 99.00
2005 06 03 08 00 220  4.6  5.2  0.63  7.69  5.82 999 1021.3  11.0  11.4  10.8 99.0 99.00
2005 06 03 09 00 211  5.6  6.2  0.65  8.33  5.65 999 1021.2  10.9  11.4  10.8 99.0 99.00
2005 06 03 10 00 209  4.7  5.4  0.68  7.69  5.82 999 1021.2  11.0  11.4  10.8 99.0 99.00
2005 06 03 11 00 219  4.4  5.2  0.66  8.33  5.90 999 1021.3  11.3  11.4  10.8 99.0 99.00
2005 06 03 12 00 211  2.6  3.1  0.63  8.33  5.75 999 1021.2  11.8  11.4  11.0 99.0 99.00
2005 06 03 13 00 170  1.0  1.4  0.59  7.69  5.79 999 1021.0  12.5  11.7  11.4 99.0 99.00
2005 06 03 14 00 188  1.1  1.6  0.58  7.69  5.80 999 1020.5  13.6  12.1  11.9 99.0 99.00
2005 06 03 15 00 176  1.8  2.4  0.53  8.33  6.01 999 1020.5  15.1  12.2  11.8 99.0 99.00
2005 06 03 16 00 214  2.5  2.9  0.46  7.69  5.85 999 1019.6  16.4  12.9  12.2 99.0 99.00
2005 06 03 17 00 149  2.3  2.6  0.45  8.33  6.19 999 1019.0  16.8  14.0  12.0 99.0 99.00
2005 06 03 18 00 162  2.0  2.3  0.47  7.69  6.55 999 1018.1  17.7  14.7  13.0 99.0 99.00
2005 06 03 19 00 187  3.5  3.8  0.47  8.33  6.52 999 1017.9  18.5  13.3  12.5 99.0 99.00
2005 06 03 20 00 187  3.9  4.3  0.52  7.69  5.19 999 1017.2  18.4  14.4  12.6 99.0 99.00
2005 06 03 21 00 198  5.5  6.3  0.57 11.11  5.27 999 1016.6  18.2  14.5  12.3 99.0 99.00
2005 06 03 22 00 194  5.9  6.5  0.57 11.11  4.13 999 1016.0  18.4  14.1  12.7 99.0 99.00
2005 06 03 23 00 204  7.4  8.5  0.61 12.50  4.39 999 1015.8  17.9  13.3  13.7 99.0 99.00
2005 06 04 00 00 207  6.4  7.1  0.62  2.70  3.66 999 1015.8  16.9  12.8  13.7 99.0 99.00
2005 06 04 01 00 211  5.1  5.6  0.60 11.11  4.45 999 1015.8  15.8  12.5  13.7 99.0 99.00
2005 06 04 02 00 218  4.4  4.7  0.55 12.50  5.03 999 1015.9  15.6  12.1  13.9 99.0 99.00
2005 06 04 03 00 195  2.1  2.5  0.53 11.11  5.61 999 1015.8  14.4  11.8  13.5 99.0 99.00
2005 06 04 04 00 196  3.4  3.7  0.51 11.11  6.43 999 1015.6  14.4  12.5  13.9 99.0 99.00
2005 06 04 05 00 186  3.3  3.6  0.50 11.11  6.95 999 1015.0  14.1  12.6  13.9 99.0 99.00
2005 06 04 06 00 182  3.4  3.9  0.50 10.00  7.01 999 1014.9  13.7  12.5  13.6 99.0 99.00
2005 06 04 07 00 178  3.7  4.2  0.55 11.11  7.55 999 1014.2  13.8  12.1  13.7 99.0 99.00
2005 06 04 08 00 178  3.7  4.0  0.55 10.00  7.74 999 1013.9  13.6  12.1  13.5 99.0 99.00
2005 06 04 09 00 177  3.8  4.1  0.60 11.11  8.16 999 1013.5  13.6  12.1  13.5 99.0 99.00
2005 06 04 10 00 175  3.3  3.5  0.69 11.11  8.69 999 1013.4  13.4  12.1  13.3 99.0 99.00
2005 06 04 11 00 174  2.8  3.1  0.72  9.09  8.12 999 1013.3  13.4  12.1  13.3 99.0 99.00
2005 06 04 12 00 162  2.3  2.5  0.58 11.11  6.73 999 1013.0  13.5  12.2  13.4 99.0 99.00
2005 06 04 13 00 137  2.2  2.4  0.67 11.11  7.51 999 1012.8  13.4  12.5  13.3 99.0 99.00
2005 06 04 14 00 130  2.2  2.7  0.61 11.11  7.39 999 1012.7  14.0  12.9  13.9 99.0 99.00
2005 06 04 15 00 124  2.4  2.9  0.60 11.11  7.24 999 1012.0  14.4  13.3  14.3 99.0 99.00
2005 06 04 16 00 128  2.1  2.5  0.65 11.11  7.64 999 1011.9  15.0  14.0  14.9 99.0 99.00
2005 06 04 17 00 135  2.4  2.9  0.64 11.11  7.75 999 1011.8  15.2  14.4  15.1 99.0 99.00
2005 06 04 18 00 139  3.8  4.1  0.60 10.00  8.19 999 1011.0  15.6  14.3  15.5 99.0 99.00
2005 06 04 19 00 145  4.3  4.7  0.54 10.00  7.04 999 1010.4  15.9  14.5  15.8 99.0 99.00
2005 06 04 20 00 136  3.6  4.1  0.65 10.00  7.57 999 1010.5  16.0  14.4  15.6 99.0 99.00
2005 06 04 21 00 115  3.8  4.2  0.62 10.00  8.12 999 1010.3  15.6  14.4  15.5 99.0 99.00
2005 06 04 22 00 133  4.1  4.6  0.65 10.00  7.62 999 1010.2  15.6  14.5  15.5 99.0 99.00
2005 06 04 23 00 136  4.3 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2005 06 05 00 00 145  4.8  5.6  0.60 10.00  7.04 999 1010.3  15.6  13.9  15.4 99.0 99.00
2005 06 05 01 00 145  4.4  4.8  0.56 10.00  5.77 999 1010.2  15.2  13.3  14.9 99.0 99.00
2005 06 05 02 00 161  2.8  3.2  0.60 11.11  6.21 999 1010.4  15.1  12.9  15.0 99.0 99.00
2005 06 05 03 00 140  2.9  3.2  0.62 10.00  6.28 999 1010.3  14.9  12.9  14.8 99.0 99.00
2005 06 05 04 00 192  2.7  3.3  0.55 11.11  6.12 999 1010.2  15.8  12.9  15.7 99.0 99.00
2005 06 05 05 00 168  1.4  1.8  0.55 10.00  6.53 999 1010.1  14.5  12.9  14.1 99.0 99.00
2005 06 05 06 00 218  1.8  2.1  0.50 10.00  6.75 999 1009.6  15.7  12.9  15.5 99.0 99.00
2005 06 05 07 00 186  1.5  2.2  0.53 10.00  7.25 999 1010.1  15.9  12.9  15.8 99.0 99.00
2005 06 05 08 00 201  1.1  1.6  0.51  9.09  7.37 999 1010.2  15.7  12.9  15.6 99.0 99.00
2005 06 05 09 00 264  1.8  2.1  0.59 10.00  7.99 999 1010.3  15.0  12.9  14.9 99.0 99.00
2005 06 05 10 00 290  1.9  2.2  0.62  9.09  7.67 999 1011.1  14.1  12.9  14.0 99.0 99.00
2005 06 05 11 00 326  1.1  2.0  0.73 10.00  7.86 999 1011.7  14.5  12.9  14.1 99.0 99.00
2005 06 05 12 00 270  1.8  2.1  0.73  9.09  7.27 999 1012.1  14.6  13.3  14.1 99.0 99.00
