"","V1","uid","city_dev_index","gender","relevant_experience","enrolled_university","education_level","major_discipline","experience_years","company_size","company_type","last_new_job","training_hours","experience_level","pred_rf"
"4804",4804,30928,0.738,"Male","Has relevent experience","Full time course","Graduate","STEM",10,"100-500","Pvt Ltd","1",102,"Y3","0"
"4805",4805,13802,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd",">4",28,"Y4","0"
"4806",4806,23695,0.624,"Male","No relevent experience","Full time course","Graduate","STEM",3,"10000+","Pvt Ltd","never",22,"Y1","1"
"4807",4807,16003,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"50-99","Pvt Ltd",">4",72,"Y4","0"
"4808",4808,23061,0.913,"Male","No relevent experience","no_enrollment","Graduate","STEM",1,"<10","Pvt Ltd","never",52,"Y1","0"
"4809",4809,28566,0.836,"Male","No relevent experience","no_enrollment","Graduate","STEM",22,"500-999","NGO","2",180,"Y4","0"
"4810",4810,21997,0.91,"Male","No relevent experience","no_enrollment","Masters","STEM",22,"500-999","Pvt Ltd","never",72,"Y4","0"
"4811",4811,27656,0.921,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"10/49","Pvt Ltd",">4",200,"Y2","0"
"4812",4812,32753,0.624,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",3,"10000+","Pvt Ltd","1",49,"Y1","1"
"4813",4813,6584,0.926,"Male","No relevent experience","Full time course","Graduate","STEM",7,"10000+","Pvt Ltd","never",44,"Y2","0"
"4814",4814,22276,0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"1000-4999","Pvt Ltd","3",51,"Y2","0"
"4815",4815,21612,0.949,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10/49","Pvt Ltd","1",38,"Y2","0"
"4816",4816,27007,0.92,"Male","Has relevent experience","no_enrollment","Masters","Arts",22,"50-99","Funded Startup","1",13,"Y4","0"
"4817",4817,27070,0.866,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"1000-4999","Pvt Ltd",">4",15,"Y4","0"
"4818",4818,14825,0.788,"Female","Has relevent experience","no_enrollment","Graduate","STEM",20,"<10","Funded Startup","2",6,"Y4","0"
"4819",4819,32053,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Funded Startup","1",80,"Y2","1"
"4820",4820,18447,0.899,"Male","Has relevent experience","no_enrollment","Masters","STEM",13,"10/49","Funded Startup","2",28,"Y3","0"
"4821",4821,10520,0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"1000-4999","Pvt Ltd","1",61,"Y4","0"
"4822",4822,2203,0.624,"Male","Has relevent experience","Part time course","Graduate","STEM",4,"10000+","Pvt Ltd","4",50,"Y2","1"
"4823",4823,11336,0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"50-99","Pvt Ltd","3",138,"Y3","0"
"4824",4824,3332,0.896,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"10/49","Pvt Ltd","2",109,"Y2","0"
"4825",4825,17408,0.924,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"50-99","Pvt Ltd","2",12,"Y4","0"
"4826",4826,19838,0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM",22,"10000+","Pvt Ltd",">4",22,"Y4","0"
"4827",4827,7795,0.698,"Male","Has relevent experience","Full time course","Graduate","STEM",10,"100-500","Pvt Ltd","2",7,"Y3","0"
"4828",4828,5054,0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"10000+","Pvt Ltd",">4",240,"Y3","0"
"4829",4829,5513,0.92,"Male","No relevent experience","Full time course","High School","STEM",4,"10000+","Pvt Ltd","1",194,"Y2","0"
"4830",4830,15138,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"50-99","Pvt Ltd","1",97,"Y3","0"
"4831",4831,2541,0.939,"Male","No relevent experience","no_enrollment","Primary School","STEM",3,"1000-4999","Pvt Ltd","never",68,"Y1","0"
"4832",4832,1244,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"1000-4999","Pvt Ltd","1",72,"Y4","0"
"4833",4833,21426,0.866,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"50-99","Pvt Ltd","1",3,"Y2","0"
"4834",4834,22622,0.887,"Male","Has relevent experience","no_enrollment","High School","STEM",4,"<10","Pvt Ltd","4",12,"Y2","0"
"4835",4835,413,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"10000+","Pvt Ltd","1",10,"Y2","0"
"4836",4836,26739,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"5000-9999","Public Sector",">4",157,"Y4","0"
"4837",4837,14573,0.926,"Male","No relevent experience","Part time course","Masters","STEM",16,"500-999","Public Sector","never",10,"Y4","0"
"4838",4838,5045,0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM",16,"100-500","Funded Startup","1",113,"Y4","0"
"4839",4839,7336,0.926,"Male","Has relevent experience","no_enrollment","Graduate","Arts",22,"100-500","Funded Startup","2",26,"Y4","0"
"4840",4840,29080,0.624,"Male","No relevent experience","Part time course","Graduate","No Major",9,"<10","Early Stage Startup","never",34,"Y2","1"
"4841",4841,24267,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"100-500","Pvt Ltd","1",25,"Y3","0"
"4842",4842,19933,0.836,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Pvt Ltd","1",12,"Y2","0"
"4843",4843,32952,0.764,"Male","No relevent experience","no_enrollment","Graduate","STEM",5,"10000+","Pvt Ltd","2",36,"Y2","0"
"4844",4844,22645,0.624,"Female","Has relevent experience","no_enrollment","Masters","STEM",5,"50-99","Pvt Ltd","4",28,"Y2","0"
"4845",4845,2638,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"50-99","Pvt Ltd",">4",91,"Y3","0"
"4846",4846,9472,0.647,"Female","Has relevent experience","no_enrollment","Masters","STEM",3,"10000+","Pvt Ltd","1",100,"Y1","0"
"4847",4847,1106,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"<10","Pvt Ltd",">4",33,"Y4","0"
"4848",4848,22365,0.915,"Male","No relevent experience","no_enrollment","Graduate","STEM",9,"100-500","Pvt Ltd","1",25,"Y2","0"
"4849",4849,31423,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"5000-9999","Pvt Ltd","2",107,"Y3","0"
"4850",4850,3067,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"500-999","Pvt Ltd","1",28,"Y2","0"
"4851",4851,4087,0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"50-99","Pvt Ltd","2",51,"Y2","0"
"4852",4852,4023,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","NGO","1",85,"Y2","0"
"4853",4853,11290,0.727,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"1000-4999","Pvt Ltd","1",48,"Y3","0"
"4854",4854,4238,0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"100-500","Funded Startup","1",60,"Y3","0"
"4855",4855,13661,0.827,"Male","Has relevent experience","no_enrollment","High School","STEM",11,"5000-9999","Pvt Ltd","1",26,"Y3","0"
"4856",4856,4668,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",19,"100-500","Pvt Ltd",">4",34,"Y4","0"
"4857",4857,15979,0.855,"Male","No relevent experience","Full time course","Graduate","Other",3,"100-500","Pvt Ltd","1",13,"Y1","0"
"4858",4858,10511,0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd",">4",26,"Y4","0"
"4859",4859,14993,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"500-999","Pvt Ltd",">4",4,"Y4","0"
"4860",4860,15985,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2,"10000+","Pvt Ltd","2",45,"Y1","0"
"4861",4861,23161,0.92,"Male","No relevent experience","Part time course","High School","STEM",3,"<10","Pvt Ltd","3",36,"Y1","0"
"4862",4862,17522,0.92,"Male","No relevent experience","Full time course","Graduate","STEM",3,"50-99","Funded Startup","1",9,"Y1","0"
"4863",4863,5830,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",13,"1000-4999","Pvt Ltd","1",116,"Y3","0"
"4864",4864,15852,0.926,"Male","Has relevent experience","no_enrollment","High School","STEM",2,"50-99","Pvt Ltd","2",8,"Y1","0"
"4865",4865,18924,0.897,"Female","Has relevent experience","no_enrollment","Masters","STEM",1,"50-99","Pvt Ltd","1",81,"Y1","0"
"4866",4866,21098,0.89,"Male","No relevent experience","Full time course","Graduate","STEM",4,"500-999","Pvt Ltd","1",107,"Y2","0"
"4867",4867,9507,0.893,"Male","Has relevent experience","no_enrollment","High School","STEM",16,"<10","Pvt Ltd",">4",35,"Y4","0"
"4868",4868,11424,0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2,"5000-9999","Pvt Ltd","1",10,"Y1","0"
"4869",4869,23092,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10000+","Pvt Ltd","1",3,"Y2","1"
"4870",4870,12902,0.698,"Male","Has relevent experience","Part time course","Graduate","STEM",4,"100-500","Pvt Ltd","1",33,"Y2","0"
"4871",4871,12547,0.91,"Male","Has relevent experience","no_enrollment","High School","STEM",18,"10/49","Pvt Ltd","2",17,"Y4","0"
"4872",4872,31164,0.624,"Male","No relevent experience","Full time course","Graduate","STEM",2,"10/49","Pvt Ltd","never",84,"Y1","1"
"4873",4873,19265,0.92,"Male","No relevent experience","no_enrollment","High School","STEM",7,"<10","Pvt Ltd","1",41,"Y2","0"
"4874",4874,26064,0.884,"Male","No relevent experience","no_enrollment","Graduate","STEM",22,"500-999","NGO","2",132,"Y4","0"
"4875",4875,11320,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",2,"5000-9999","Pvt Ltd","1",148,"Y1","0"
"4876",4876,3864,0.895,"Male","Has relevent experience","Part time course","Graduate","STEM",19,"<10","Early Stage Startup","4",6,"Y4","0"
"4877",4877,22173,0.92,"Male","No relevent experience","no_enrollment","Graduate","Business Degree",5,"5000-9999","Pvt Ltd",">4",141,"Y2","0"
"4878",4878,32368,0.92,"Male","Has relevent experience","no_enrollment","Masters","Humanities",22,"10/49","Pvt Ltd",">4",63,"Y4","0"
"4879",4879,12803,0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",16,"1000-4999","Public Sector","2",146,"Y4","0"
"4880",4880,23205,0.925,"Male","Has relevent experience","no_enrollment","Masters","STEM",19,"10/49","Pvt Ltd","1",58,"Y4","0"
"4881",4881,13120,0.55,"Male","No relevent experience","Full time course","Primary School","STEM",3,"<10","Early Stage Startup","never",210,"Y1","0"
"4882",4882,31784,0.579,"Male","No relevent experience","no_enrollment","Masters","STEM",1,"100-500","Public Sector","1",62,"Y1","1"
"4883",4883,23065,0.762,"Male","Has relevent experience","Full time course","Phd","STEM",7,"100-500","Pvt Ltd","1",24,"Y2","0"
"4884",4884,14097,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"5000-9999","Pvt Ltd","1",51,"Y4","1"
"4885",4885,29258,0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"<10","Pvt Ltd","1",73,"Y2","0"
"4886",4886,28052,0.742,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"100-500","Pvt Ltd","2",238,"Y1","0"
"4887",4887,17024,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"5000-9999","Pvt Ltd","3",55,"Y1","0"
"4888",4888,21116,0.92,"Male","No relevent experience","Part time course","Graduate","STEM",2,"1000-4999","Pvt Ltd","1",160,"Y1","0"
"4889",4889,766,0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",8,"1000-4999","Pvt Ltd","2",92,"Y2","0"
"4890",4890,12683,0.624,"Female","No relevent experience","no_enrollment","Graduate","Arts",0,"100-500","Funded Startup","1",36,"Y1","1"
"4891",4891,690,0.897,"Male","No relevent experience","no_enrollment","High School","STEM",4,"10/49","Pvt Ltd","never",24,"Y2","0"
"4892",4892,5394,0.698,"Male","No relevent experience","no_enrollment","Graduate","STEM",5,"500-999","Pvt Ltd","1",42,"Y2","0"
"4893",4893,12172,0.91,"Male","Has relevent experience","no_enrollment","High School","STEM",6,"50-99","Pvt Ltd","1",86,"Y2","0"
"4894",4894,17867,0.884,"Female","No relevent experience","no_enrollment","Graduate","Humanities",22,"10000+","Pvt Ltd","never",7,"Y4","0"
"4895",4895,7671,0.903,"Male","No relevent experience","Full time course","Graduate","STEM",13,"1000-4999","Pvt Ltd","1",69,"Y3","0"
"4896",4896,148,0.827,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"100-500","Pvt Ltd","1",52,"Y3","0"
"4897",4897,30754,0.666,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","1",312,"Y2","0"
"4898",4898,18576,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"50-99","Pvt Ltd","1",25,"Y2","0"
"4899",4899,10986,0.735,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"100-500","Pvt Ltd",">4",56,"Y3","0"
"4900",4900,29926,0.92,"Male","No relevent experience","Full time course","Graduate","Arts",3,"10/49","Public Sector","1",41,"Y1","1"
"4901",4901,13055,0.698,"Male","No relevent experience","Part time course","Masters","STEM",0,"10000+","Pvt Ltd","2",108,"Y1","0"
"4902",4902,16410,0.624,"Male","No relevent experience","no_enrollment","Graduate","Other",2,"10/49","NGO","2",48,"Y1","1"
"4903",4903,12494,0.555,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Pvt Ltd","1",112,"Y2","0"
"4904",4904,19088,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"50-99","Pvt Ltd","2",20,"Y2","0"
"4905",4905,9427,0.91,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",17,"1000-4999","Pvt Ltd",">4",11,"Y4","0"
"4906",4906,2822,0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"100-500","Public Sector","2",32,"Y3","0"
"4907",4907,17868,0.84,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"50-99","Pvt Ltd",">4",2,"Y3","0"
"4908",4908,32277,0.743,"Male","No relevent experience","Part time course","Primary School","STEM",2,"<10","Early Stage Startup","never",48,"Y1","0"
"4909",4909,15002,0.91,"Female","Has relevent experience","no_enrollment","Masters","Business Degree",2,"10/49","Pvt Ltd","1",78,"Y1","0"
"4910",4910,19906,0.884,"Male","No relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd",">4",31,"Y4","0"
"4911",4911,15435,0.698,"Male","No relevent experience","Part time course","Graduate","STEM",6,"50-99","NGO","2",135,"Y2","0"
"4912",4912,19720,0.91,"Male","No relevent experience","no_enrollment","Masters","STEM",1,"10/49","Funded Startup","1",202,"Y1","0"
"4913",4913,14017,0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","1",15,"Y2","0"
"4914",4914,23324,0.939,"Male","Has relevent experience","Full time course","High School","STEM",4,"1000-4999","Pvt Ltd","1",106,"Y2","0"
"4915",4915,10111,0.92,"Male","Has relevent experience","no_enrollment","Masters","Humanities",8,"100-500","Funded Startup","3",50,"Y2","0"
"4916",4916,12422,0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",6,"10/49","Pvt Ltd","1",18,"Y2","1"
"4917",4917,25111,0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"500-999","Pvt Ltd","4",60,"Y2","1"
"4918",4918,7127,0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","NGO","1",22,"Y2","0"
"4919",4919,23509,0.91,"Male","Has relevent experience","no_enrollment","Graduate","Other",22,"<10","Funded Startup","1",26,"Y4","0"
"4920",4920,19748,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10/49","Funded Startup","1",17,"Y2","0"
"4921",4921,16356,0.767,"Male","No relevent experience","no_enrollment","High School","STEM",3,"100-500","Pvt Ltd","never",9,"Y1","0"
"4922",4922,24501,0.624,"Male","Has relevent experience","Part time course","Graduate","STEM",2,"50-99","Early Stage Startup","1",8,"Y1","1"
"4923",4923,19513,0.74,"Male","No relevent experience","no_enrollment","Graduate","STEM",11,"50-99","Pvt Ltd","2",53,"Y3","0"
"4924",4924,20353,0.624,"Female","Has relevent experience","no_enrollment","Masters","STEM",15,"10/49","Pvt Ltd","1",9,"Y3","1"
"4925",4925,9963,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"5000-9999","Pvt Ltd","3",156,"Y2","0"
"4926",4926,25929,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","1",102,"Y2","0"
"4927",4927,8470,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5.62640091423529,"500-999","Pvt Ltd","1",11,"Y2","0"
"4928",4928,30460,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",7,"10000+","Pvt Ltd","1",42,"Y2","0"
"4929",4929,4010,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"<10","Pvt Ltd",">4",64,"Y4","0"
"4930",4930,25780,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"100-500","Pvt Ltd","3",68,"Y2","0"
"4931",4931,12267,0.92,"Male","No relevent experience","no_enrollment","Graduate","Other",22,"50-99","Pvt Ltd","1",78,"Y4","0"
"4932",4932,9126,0.624,"Male","No relevent experience","no_enrollment","Graduate","No Major",15,"10000+","Pvt Ltd","never",18,"Y3","0"
"4933",4933,27812,0.55,"Male","No relevent experience","no_enrollment","Masters","Business Degree",4,"10/49","Pvt Ltd","4",39,"Y2","0"
"4934",4934,28022,0.624,"Male","Has relevent experience","Full time course","Masters","STEM",1,"10/49","Pvt Ltd","1",24,"Y1","1"
"4935",4935,1980,0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",0,"<10","Pvt Ltd","1",92,"Y1","0"
"4936",4936,26480,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"10000+","Pvt Ltd","1",110,"Y4","0"
"4937",4937,452,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"100-500","Pvt Ltd","2",80,"Y3","0"
"4938",4938,28227,0.827,"Male","No relevent experience","no_enrollment","High School","STEM",6,"<10","Pvt Ltd","never",21,"Y2","0"
"4939",4939,30637,0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"10000+","Pvt Ltd","2",31,"Y2","0"
"4940",4940,21292,0.939,"Male","Has relevent experience","Part time course","Graduate","STEM",5,"500-999","Public Sector","4",22,"Y2","0"
"4941",4941,6843,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"50-99","Pvt Ltd","1",149,"Y3","0"
"4942",4942,649,0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",4,"100-500","Funded Startup","2",236,"Y2","1"
"4943",4943,26442,0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"50-99","Public Sector","2",140,"Y1","0"
"4944",4944,11067,0.92,"Male","Has relevent experience","Full time course","Graduate","STEM",7,"5000-9999","Public Sector","2",68,"Y2","0"
"4945",4945,22761,0.897,"Male","No relevent experience","no_enrollment","Phd","STEM",15,"5000-9999","Public Sector","3",111,"Y3","0"
"4946",4946,12010,0.666,"Female","No relevent experience","no_enrollment","Graduate","STEM",18,"50-99","Pvt Ltd",">4",18,"Y4","0"
"4947",4947,2927,0.624,"Male","No relevent experience","Full time course","Graduate","STEM",2,"<10","Early Stage Startup","1",67,"Y1","0"
"4948",4948,16926,0.926,"Male","No relevent experience","Full time course","Graduate","STEM",5,"500-999","Pvt Ltd","1",264,"Y2","0"
"4949",4949,9774,0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",8,"1000-4999","Pvt Ltd","4",84,"Y2","0"
"4950",4950,33312,0.725,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"10000+","Pvt Ltd","never",160,"Y2","0"
"4951",4951,21674,0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","1",57,"Y2","0"
"4952",4952,25591,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2,"10000+","Pvt Ltd","2",44,"Y1","1"
"4953",4953,2804,0.91,"Male","No relevent experience","no_enrollment","High School","STEM",3,"10000+","Pvt Ltd","never",9,"Y1","0"
"4954",4954,14395,0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM",22,"10000+","Pvt Ltd","2",26,"Y4","0"
"4955",4955,11784,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Funded Startup","1",42,"Y2","0"
"4956",4956,20525,0.624,"Male","No relevent experience","Full time course","Graduate","STEM",0,"<10","Pvt Ltd","1",13,"Y1","0"
"4957",4957,26657,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"50-99","Pvt Ltd","4",204,"Y3","0"
"4958",4958,30681,0.666,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"5000-9999","Pvt Ltd","1",111,"Y4","0"
"4959",4959,7455,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"100-500","Pvt Ltd","2",128,"Y3","0"
"4960",4960,28635,0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM",8,"1000-4999","Pvt Ltd","never",163,"Y2","0"
"4961",4961,7262,0.939,"Male","No relevent experience","no_enrollment","Phd","STEM",6,"1000-4999","Public Sector","1",13,"Y2","0"
"4962",4962,3649,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",22,"100-500","Public Sector",">4",43,"Y4","0"
"4963",4963,29505,0.92,"Female","Has relevent experience","Full time course","Graduate","STEM",19,"10000+","Pvt Ltd",">4",48,"Y4","0"
"4964",4964,18137,0.91,"Female","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd",">4",12,"Y2","0"
"4965",4965,20990,0.897,"Male","Has relevent experience","Full time course","Graduate","STEM",2,"50-99","Pvt Ltd","1",18,"Y1","0"
"4966",4966,6820,0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"500-999","Public Sector","2",7,"Y2","0"
"4967",4967,8090,0.913,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"50-99","Pvt Ltd",">4",163,"Y3","0"
"4968",4968,11727,0.624,"Male","Has relevent experience","Full time course","Masters","STEM",4,"10/49","Early Stage Startup","1",131,"Y2","1"
"4969",4969,4843,0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"10/49","Early Stage Startup","1",15,"Y3","0"
"4970",4970,5072,0.92,"Male","No relevent experience","Full time course","Graduate","STEM",1,"<10","Early Stage Startup","never",107,"Y1","0"
"4971",4971,25425,0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM",4,"10000+","Pvt Ltd","1",13,"Y2","1"
"4972",4972,21222,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",19,"1000-4999","Pvt Ltd","3",36,"Y4","0"
"4973",4973,30058,0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"1000-4999","Pvt Ltd",">4",122,"Y4","0"
"4974",4974,13033,0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"10/49","Funded Startup","2",77,"Y3","0"
"4975",4975,9440,0.722,"Male","No relevent experience","no_enrollment","High School","STEM",2,"<10","Pvt Ltd","never",30,"Y1","0"
"4976",4976,6977,0.913,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"50-99","Pvt Ltd","1",22,"Y3","0"
"4977",4977,12346,0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",5,"100-500","Pvt Ltd","never",18,"Y2","1"
"4978",4978,16473,0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"50-99","Early Stage Startup","2",21,"Y4","0"
"4979",4979,18331,0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",3,"50-99","Pvt Ltd","never",28,"Y1","1"
"4980",4980,27888,0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"100-500","Pvt Ltd","1",70,"Y3","0"
"4981",4981,32489,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",12,"100-500","Pvt Ltd",">4",4,"Y3","0"
"4982",4982,29821,0.722,"Male","Has relevent experience","no_enrollment","Graduate","Other",13,"50-99","Funded Startup","2",54,"Y3","0"
"4983",4983,493,0.923,"Male","No relevent experience","Full time course","High School","STEM",2,"10000+","Pvt Ltd","never",8,"Y1","0"
"4984",4984,20581,0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",1,"10/49","Public Sector","1",48,"Y1","1"
"4985",4985,24905,0.624,"Male","Has relevent experience","Part time course","Masters","STEM",4,"50-99","Pvt Ltd","1",96,"Y2","1"
"4986",4986,8714,0.89,"Male","No relevent experience","Full time course","Graduate","STEM",6,"500-999","Public Sector",">4",29,"Y2","0"
"4987",4987,26098,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"100-500","NGO",">4",10,"Y3","0"
"4988",4988,28636,0.767,"Male","Has relevent experience","Part time course","Graduate","STEM",11,"100-500","Pvt Ltd","3",36,"Y3","0"
"4989",4989,24885,0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM",3,"100-500","Pvt Ltd","1",52,"Y1","1"
"4990",4990,6186,0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"50-99","Pvt Ltd","4",151,"Y3","0"
"4991",4991,712,0.92,"Male","No relevent experience","no_enrollment","Graduate","Business Degree",3,"1000-4999","Pvt Ltd","3",25,"Y1","0"
"4992",4992,28013,0.722,"Male","Has relevent experience","Full time course","Graduate","STEM",5,"50-99","Pvt Ltd","1",36,"Y2","0"
"4993",4993,11117,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"100-500","Pvt Ltd","1",111,"Y4","0"
"4994",4994,10458,0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"500-999","Pvt Ltd","3",4,"Y4","0"
"4995",4995,2945,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","NGO","1",67,"Y2","0"
"4996",4996,7905,0.89,"Male","No relevent experience","Full time course","High School","STEM",0,"10/49","Pvt Ltd","never",21,"Y1","0"
"4997",4997,16278,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10000+","Pvt Ltd",">4",12,"Y4","0"
"4998",4998,5253,0.624,"Male","No relevent experience","Full time course","High School","STEM",2,"100-500","Pvt Ltd","never",119,"Y1","0"
"4999",4999,27928,0.855,"Male","Has relevent experience","Part time course","Graduate","STEM",6,"50-99","Pvt Ltd","1",61,"Y2","0"
"5000",5000,10643,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"<10","Pvt Ltd",">4",18,"Y4","0"
"5001",5001,4529,0.624,"Female","No relevent experience","no_enrollment","Graduate","STEM",6,"10000+","Pvt Ltd","1",14,"Y2","1"
"5002",5002,13947,0.91,"Male","No relevent experience","Full time course","Graduate","STEM",6,"10000+","Pvt Ltd","never",32,"Y2","0"
"5003",5003,940,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"50-99","Pvt Ltd",">4",9,"Y4","0"
"5004",5004,28756,0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"5000-9999","Pvt Ltd",">4",180,"Y4","0"
"5005",5005,28544,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"50-99","Pvt Ltd","4",29,"Y4","0"
