"","X","Year","State","Commodity","Type","Production","Marketing","Measure","Domain","Chemi_family","Materials","Value"
"791",4930,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","PROPICONAZOLE = 122101",12
"792",4931,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN = 99100",21
"793",4932,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","PYRIMETHANIL = 288201",10
"794",4933,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","QUINOLINE = 55459",23
"795",4935,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","SULFUR = 77501",64
"796",4936,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TETRACONAZOLE = 120603",19
"797",4937,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL = 102001",4
"798",4938,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","THIRAM = 79801",13
"799",4939,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TOTAL",71
"800",4940,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TRIFLOXYSTROBIN = 129112",37
"801",4941,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TRIFLUMIZOLE = 128879",13
"802",4942,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","FLUMIOXAZIN = 129034",4
"803",4946,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","OXYFLUORFEN = 111601",6
"804",4947,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","PENDIMETHALIN = 108501",4
"805",4949,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","TOTAL",7
"806",4950,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","ABAMECTIN = 122804",22
"807",4951,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","ACEQUINOCYL = 6329",10
"808",4952,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","ACETAMIPRID = 99050",20
"809",4953,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","AZADIRACHTIN = 121701",29
"810",4954,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BIFENAZATE = 586",22
"811",4955,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BIFENTHRIN = 128825",19
"812",4956,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BT KURSTAK ABTS-1857 = 6523",16
"813",4957,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BT KURSTAKI ABTS-351 = 6522",7
"814",4958,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BT KURSTAKI SA-11 = 6519",23
"815",4963,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE = 90100",21
"816",4965,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329",4
"817",4967,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","CYFLUMETOFEN= 138831",21
"818",4972,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","FENPROPATHRIN = 127901",8
"819",4973,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","FENPYROXIMATE = 129131",2
"820",4974,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","FLONICAMID = 128016",35
"821",4975,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","FLUPYRADIFURONE = 122304",9
"822",4976,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","HEXYTHIAZOX = 128849",11
"823",4977,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","IMIDACLOPRID = 129099",18
"824",4979,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","MALATHION = 57701",7
"825",4980,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","METHOXYFENOZIDE = 121027",13
"826",4981,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","NALED = 34401",13
"827",4983,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","NEEM OIL, CLAR. HYD. = 25007",23
"828",4984,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","NOVALURON = 124002",39
"829",4987,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","PYRETHRINS = 69001",8
"830",4989,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","SPINETORAM = 110007",26
"831",4990,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","SPINOSAD = 110003",18
"832",4991,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","SPIROMESIFEN = 24875",9
"833",4994,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","THIAMETHOXAM = 60109",12
"834",4995,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","TOTAL",63
"835",5002,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," OTHER","CHLOROPICRIN = 81501",30
"836",5003,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," OTHER","DICHLOROPROPENE = 29001",22
"837",5004,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," OTHER","FLUTRIAFOL = 128940",9
"838",5012,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," OTHER","REYNOUTRIA SACHALINE = 55809",15
"839",5013,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," OTHER","TOTAL",45
"840",5014,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","FERTILIZER",NA,"NITROGEN",97
"841",5015,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","FERTILIZER",NA,"PHOSPHATE",93
"842",5016,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","FERTILIZER",NA,"POTASH",94
"843",5017,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","FERTILIZER",NA,"SULFUR",81
"844",5018,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","$","TOTAL",NA,NA,1856015000
"845",5019,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","CWT","TOTAL",NA,NA,17846300
"846",5020,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","NOT SOLD","CWT","TOTAL",NA,NA,0
"847",5021,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","$","TOTAL",NA,NA,230062000
"848",5022,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","CWT","TOTAL",NA,NA,5451700
"849",5023,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","TONS","TOTAL",NA,NA,276358
"850",5024,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","UTILIZED","CWT","TOTAL",NA,NA,23298000
"851",5035,2018,"FLORIDA","STRAWBERRIES",NA,NA,"ACRES HARVESTED",NA,"TOTAL",NA,NA,9800
"852",5036,2018,"FLORIDA","STRAWBERRIES",NA,NA,NA,NA,"TOTAL",NA,NA,9900
"853",5037,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION",NA,"$","TOTAL",NA,NA,281750000
"854",5038,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION",NA,"CWT","TOTAL",NA,NA,2450000
"855",5039,2018,"FLORIDA","STRAWBERRIES",NA,NA,"YIELD","CWT / ACRE","TOTAL",NA,NA,250
"856",5041,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",87400
"857",5044,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",3300
"858",5047,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",1700
"859",5057,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","THIRAM = 79801",22500
"860",5058,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","TOTAL",128400
"861",5081,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","TOTAL",102700
"862",5086,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","FERTILIZER",NA,"NITROGEN",136000
"863",5087,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","FERTILIZER",NA,"PHOSPHATE",42000
"864",5088,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","FERTILIZER",NA,"POTASH",173000
"865",5090,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",1.858
"866",5093,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",0.33
"867",5096,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",0.221
"868",5106,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","THIRAM = 79801",1.632
"869",5131,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","FERTILIZER",NA,"NITROGEN",1
"870",5132,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","FERTILIZER",NA,"PHOSPHATE",NA
"871",5133,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","FERTILIZER",NA,"POTASH",1
"872",5135,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",9.193
"873",5138,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",0.997
"874",5141,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",0.501
"875",5151,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","THIRAM = 79801",6.049
"876",5176,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","FERTILIZER",NA,"NITROGEN",14
"877",5177,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","FERTILIZER",NA,"PHOSPHATE",4
"878",5178,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","FERTILIZER",NA,"POTASH",17
"879",5180,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",4.9
"880",5183,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",3
"881",5186,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",2.3
"882",5196,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","THIRAM = 79801",3.7
"883",5221,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","FERTILIZER",NA,"NITROGEN",18
"884",5222,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","FERTILIZER",NA,"PHOSPHATE",17.6
"885",5223,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","FERTILIZER",NA,"POTASH",18
"886",5225,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",96
"887",5228,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",33
"888",5231,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",33
"889",5241,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","THIRAM = 79801",37
"890",5242,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TOTAL",100
"891",5265,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","TOTAL",37
"892",5270,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","FERTILIZER",NA,"NITROGEN",100
"893",5271,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","FERTILIZER",NA,"PHOSPHATE",97
"894",5272,2018,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","FERTILIZER",NA,"POTASH",100
"895",5273,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","$","TOTAL",NA,NA,281750000
"896",5274,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","CWT","TOTAL",NA,NA,2450000
"897",5275,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","NOT SOLD","CWT","TOTAL",NA,NA,0
"898",5276,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","$","TOTAL",NA,NA,0
"899",5277,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","CWT","TOTAL",NA,NA,0
"900",5278,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","TONS","TOTAL",NA,NA,0
"901",5279,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","UTILIZED","CWT","TOTAL",NA,NA,2450000
"902",5320,2018,"NEW YORK","STRAWBERRIES",NA,NA,"ACRES HARVESTED",NA,"TOTAL",NA,NA,700
"903",5321,2018,"NEW YORK","STRAWBERRIES",NA,NA,NA,NA,"TOTAL",NA,NA,800
"904",5322,2018,"NEW YORK","STRAWBERRIES",NA,"PRODUCTION",NA,"$","TOTAL",NA,NA,6229000
"905",5323,2018,"NEW YORK","STRAWBERRIES",NA,"PRODUCTION",NA,"CWT","TOTAL",NA,NA,30800
"906",5324,2018,"NEW YORK","STRAWBERRIES",NA,NA,"YIELD","CWT / ACRE","TOTAL",NA,NA,44
"907",5327,2018,"NEW YORK","STRAWBERRIES",NA,"PRODUCTION","NOT SOLD","CWT","TOTAL",NA,NA,200
"908",5330,2018,"NEW YORK","STRAWBERRIES",NA,"PRODUCTION","UTILIZED","CWT","TOTAL",NA,NA,30600
"909",5341,2018,"NORTH CAROLINA","STRAWBERRIES",NA,NA,"ACRES HARVESTED",NA,"TOTAL",NA,NA,1000
"910",5342,2018,"NORTH CAROLINA","STRAWBERRIES",NA,NA,NA,NA,"TOTAL",NA,NA,1100
"911",5343,2018,"NORTH CAROLINA","STRAWBERRIES",NA,"PRODUCTION",NA,"$","TOTAL",NA,NA,21375000
"912",5344,2018,"NORTH CAROLINA","STRAWBERRIES",NA,"PRODUCTION",NA,"CWT","TOTAL",NA,NA,125000
"913",5345,2018,"NORTH CAROLINA","STRAWBERRIES",NA,NA,"YIELD","CWT / ACRE","TOTAL",NA,NA,125
"914",5346,2018,"NORTH CAROLINA","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","$","TOTAL",NA,NA,21375000
"915",5347,2018,"NORTH CAROLINA","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","CWT","TOTAL",NA,NA,125000
"916",5348,2018,"NORTH CAROLINA","STRAWBERRIES",NA,"PRODUCTION","NOT SOLD","CWT","TOTAL",NA,NA,0
"917",5349,2018,"NORTH CAROLINA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","$","TOTAL",NA,NA,0
"918",5350,2018,"NORTH CAROLINA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","CWT","TOTAL",NA,NA,0
"919",5351,2018,"NORTH CAROLINA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","TONS","TOTAL",NA,NA,0
"920",5352,2018,"NORTH CAROLINA","STRAWBERRIES",NA,"PRODUCTION","UTILIZED","CWT","TOTAL",NA,NA,125000
"921",5363,2018,"OREGON","STRAWBERRIES",NA,NA,"ACRES HARVESTED",NA,"TOTAL",NA,NA,1100
"922",5364,2018,"OREGON","STRAWBERRIES",NA,NA,NA,NA,"TOTAL",NA,NA,1300
"923",5365,2018,"OREGON","STRAWBERRIES",NA,"PRODUCTION",NA,"$","TOTAL",NA,NA,11687000
"924",5366,2018,"OREGON","STRAWBERRIES",NA,"PRODUCTION",NA,"CWT","TOTAL",NA,NA,110000
"925",5367,2018,"OREGON","STRAWBERRIES",NA,NA,"YIELD","CWT / ACRE","TOTAL",NA,NA,100
"926",5370,2018,"OREGON","STRAWBERRIES",NA,"PRODUCTION","NOT SOLD","CWT","TOTAL",NA,NA,700
"927",5373,2018,"OREGON","STRAWBERRIES",NA,"PRODUCTION","UTILIZED","CWT","TOTAL",NA,NA,109300
"928",5382,2018,"OTHER STATES","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","$","TOTAL",NA,NA,12288000
"929",5383,2018,"OTHER STATES","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","CWT","TOTAL",NA,NA,58100
"930",5384,2018,"OTHER STATES","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","$","TOTAL",NA,NA,14795000
"931",5385,2018,"OTHER STATES","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","CWT","TOTAL",NA,NA,167600
"932",5406,2018,"WASHINGTON","STRAWBERRIES",NA,NA,"ACRES HARVESTED",NA,"TOTAL",NA,NA,820
"933",5407,2018,"WASHINGTON","STRAWBERRIES",NA,NA,NA,NA,"TOTAL",NA,NA,900
"934",5408,2018,"WASHINGTON","STRAWBERRIES",NA,"PRODUCTION",NA,"$","TOTAL",NA,NA,9167000
"935",5409,2018,"WASHINGTON","STRAWBERRIES",NA,"PRODUCTION",NA,"CWT","TOTAL",NA,NA,86100
"936",5410,2018,"WASHINGTON","STRAWBERRIES",NA,NA,"YIELD","CWT / ACRE","TOTAL",NA,NA,105
"937",5413,2018,"WASHINGTON","STRAWBERRIES",NA,"PRODUCTION","NOT SOLD","CWT","TOTAL",NA,NA,300
"938",5416,2018,"WASHINGTON","STRAWBERRIES",NA,"PRODUCTION","UTILIZED","CWT","TOTAL",NA,NA,85800
"939",5417,2018,"CALIFORNIA","STRAWBERRIES",NA,NA,"ACRES HARVESTED",NA,"TOTAL",NA,NA,36400
"940",5418,2018,"CALIFORNIA","STRAWBERRIES",NA,NA,NA,NA,"TOTAL",NA,NA,36500
"941",5419,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION",NA,"$","TOTAL",NA,NA,-1264014296
"942",5420,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION",NA,"CWT","TOTAL",NA,NA,28938000
"943",5421,2018,"CALIFORNIA","STRAWBERRIES",NA,NA,"YIELD","CWT / ACRE","TOTAL",NA,NA,795
"944",5422,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","$","TOTAL",NA,NA,-1465757296
"945",5423,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","CWT","TOTAL",NA,NA,23381900
"946",5424,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","NOT SOLD","CWT","TOTAL",NA,NA,28900
"947",5425,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","$","TOTAL",NA,NA,201743000
"948",5426,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","CWT","TOTAL",NA,NA,5527200
"949",5427,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","TONS","TOTAL",NA,NA,276358
"950",5428,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION","UTILIZED","CWT","TOTAL",NA,NA,28909100
"951",5429,2018,"FLORIDA","STRAWBERRIES",NA,NA,"ACRES HARVESTED",NA,"TOTAL",NA,NA,9900
"952",5430,2018,"FLORIDA","STRAWBERRIES",NA,NA,NA,NA,"TOTAL",NA,NA,10000
"953",5431,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION",NA,"$","TOTAL",NA,NA,292050000
"954",5432,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION",NA,"CWT","TOTAL",NA,NA,2475000
"955",5433,2018,"FLORIDA","STRAWBERRIES",NA,NA,"YIELD","CWT / ACRE","TOTAL",NA,NA,250
"956",5434,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","$","TOTAL",NA,NA,292050000
"957",5435,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","CWT","TOTAL",NA,NA,2475000
"958",5436,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","NOT SOLD","CWT","TOTAL",NA,NA,0
"959",5437,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","$","TOTAL",NA,NA,0
"960",5438,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","CWT","TOTAL",NA,NA,0
"961",5439,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","TONS","TOTAL",NA,NA,0
"962",5440,2018,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","UTILIZED","CWT","TOTAL",NA,NA,2475000
"963",5441,2018,"NEW YORK","STRAWBERRIES",NA,NA,"ACRES HARVESTED",NA,"TOTAL",NA,NA,700
"964",5442,2018,"NEW YORK","STRAWBERRIES",NA,NA,NA,NA,"TOTAL",NA,NA,800
"965",5443,2018,"NEW YORK","STRAWBERRIES",NA,"PRODUCTION",NA,"$","TOTAL",NA,NA,6229000
"966",5444,2018,"NEW YORK","STRAWBERRIES",NA,"PRODUCTION",NA,"CWT","TOTAL",NA,NA,30800
"967",5445,2018,"NEW YORK","STRAWBERRIES",NA,NA,"YIELD","CWT / ACRE","TOTAL",NA,NA,44
"968",5448,2018,"NEW YORK","STRAWBERRIES",NA,"PRODUCTION","NOT SOLD","CWT","TOTAL",NA,NA,200
"969",5451,2018,"NEW YORK","STRAWBERRIES",NA,"PRODUCTION","UTILIZED","CWT","TOTAL",NA,NA,30600
"970",5452,2018,"NORTH CAROLINA","STRAWBERRIES",NA,NA,"ACRES HARVESTED",NA,"TOTAL",NA,NA,1000
"971",5453,2018,"NORTH CAROLINA","STRAWBERRIES",NA,NA,NA,NA,"TOTAL",NA,NA,1100
"972",5454,2018,"NORTH CAROLINA","STRAWBERRIES",NA,"PRODUCTION",NA,"$","TOTAL",NA,NA,21375000
"973",5455,2018,"NORTH CAROLINA","STRAWBERRIES",NA,"PRODUCTION",NA,"CWT","TOTAL",NA,NA,125000
"974",5456,2018,"NORTH CAROLINA","STRAWBERRIES",NA,NA,"YIELD","CWT / ACRE","TOTAL",NA,NA,125
"975",5457,2018,"NORTH CAROLINA","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","$","TOTAL",NA,NA,21375000
