,Year,State,Commodity,Type,Production,Marketing,Measure,Domain,Chemi_family,Materials,Value
6487,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,FLUMIOXAZIN = 129034,0.258
6488,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,GLUFOSINATE-AMMONIUM = 128850,(D)
6489,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,GLYPHOSATE ISO. SALT = 103601,(D)
6490,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,HEXAZINONE = 107201,(D)
6491,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,MESOTRIONE = 122990,0.173
6492,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,NAPROPAMIDE = 103001,(D)
6493,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,NORFLURAZON = 105801,2.382
6494,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,ORYZALIN = 104201,(D)
6495,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,PARAQUAT = 61601,0.63
6496,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,PENDIMETHALIN = 108501,5.205
6497,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,S-METOLACHLOR = 108800,(D)
6498,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,SIMAZINE = 80807,1.283
6499,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,SULFENTRAZONE = 129081,(D)
6500,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,TERBACIL = 12701,0.884
6501,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,ACETAMIPRID = 99050,0.102
6502,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BIFENTHRIN = 128825,(D)
6503,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BT KURSTAKI ABTS-351 = 6522,(NA)
6504,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BURKHOLDERIA A396 CELLS & MEDIA = 6534,(NA)
6505,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,CARBARYL = 56801,(D)
6506,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329,(NA)
6507,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,DIAZINON = 57801,(D)
6508,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,ESFENVALERATE = 109303,0.025
6509,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,FENPROPATHRIN = 127901,0.272
6510,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,IMIDACLOPRID = 129099,(D)
6511,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,MALATHION = 57701,2.099
6512,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,METHOMYL = 90301,0.741
6513,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,"NEEM OIL, CLAR. HYD. = 25007",(D)
6514,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,PHOSMET = 59201,0.907
6515,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,PYRETHRINS = 69001,(D)
6516,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,SPINETORAM = 110007,0.091
6517,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,SPINOSAD = 110003,(D)
6518,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,THIAMETHOXAM = 60109,(D)
6519,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,ZETA-CYPERMETHRIN = 129064,0.025
6520,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,CYTOKININS = 116801,(D)
6521,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,GIBBERELLIC ACID = 43801,(D)
6522,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,HYDROGEN PEROXIDE = 595,(D)
6523,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,METHYL ANTHRANILATE = 128725,(D)
6524,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,PELARGONIC ACID = 217500,(D)
6525,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,REYNOUTRIA SACHALINE = 55809,(D)
6526,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,AZOXYSTROBIN = 128810,0.345
6527,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482,(NA)
6528,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,BACILLUS SUBTILIS = 6479,(NA)
6529,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,BOSCALID = 128008,(D)
6530,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,CALCIUM POLYSULFIDE = 76702,11.064
6531,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,CAPTAN = 81301,5.948
6532,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,CHLOROTHALONIL = 81901,(D)
6533,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,COPPER CHLORIDE HYD. = 23501,(D)
6534,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,COPPER HYDROXIDE = 23401,(D)
6535,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,CYPRODINIL = 288202,(D)
6536,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,DIFENOCONAZOLE = 128847,(D)
6537,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,FENBUCONAZOLE = 129011,0.141
6538,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,FLUDIOXONIL = 71503,(D)
6539,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,FOSETYL-AL = 123301,(D)
6540,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,METCONAZOLE = 125619,0.126
6541,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,MONO-POTASSIUM SALT = 76416,(D)
6542,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,PYRACLOSTROBIN = 99100,0.171
6543,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,THIOPHANATE-METHYL = 102001,(D)
6544,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,ZIRAM = 34805,3.28
6545,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,"2,4-D, BEE = 30053",(D)
6546,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,AMMONIUM PELARGONATE = 31802,(D)
6547,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,BROMACIL = 12301,(D)
6548,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,BUTOXYETHYL TRICLOPY = 116004,(D)
6549,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,CARFENTRAZONE-ETHYL = 128712,(D)
6550,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,CLETHODIM = 121011,0.138
6551,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,CLOPYRALID MONO SALT = 117401,(D)
6552,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,DICHLOBENIL = 27401,(D)
6553,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,DIURON = 35505,1.268
6554,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,FLUMIOXAZIN = 129034,0.265
6555,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,GLUFOSINATE-AMMONIUM = 128850,(D)
6556,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,GLYPHOSATE ISO. SALT = 103601,(D)
6557,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,HEXAZINONE = 107201,(D)
6558,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,MESOTRIONE = 122990,0.173
6559,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,NAPROPAMIDE = 103001,(D)
6560,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,NORFLURAZON = 105801,2.471
6561,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,ORYZALIN = 104201,(D)
6562,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,PARAQUAT = 61601,0.96
6563,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,PENDIMETHALIN = 108501,5.929
6564,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,S-METOLACHLOR = 108800,(D)
6565,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,SIMAZINE = 80807,1.283
6566,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,SULFENTRAZONE = 129081,(D)
6567,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,TERBACIL = 12701,1.067
6568,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,ACETAMIPRID = 99050,0.126
6569,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,BIFENTHRIN = 128825,(D)
6570,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,BT KURSTAKI ABTS-351 = 6522,(NA)
6571,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,BURKHOLDERIA A396 CELLS & MEDIA = 6534,(NA)
6572,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,CARBARYL = 56801,(D)
6573,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329,(NA)
6574,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,DIAZINON = 57801,(D)
6575,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,ESFENVALERATE = 109303,0.025
6576,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,FENPROPATHRIN = 127901,0.295
6577,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,IMIDACLOPRID = 129099,(D)
6578,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,MALATHION = 57701,2.872
6579,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,METHOMYL = 90301,1.113
6580,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,"NEEM OIL, CLAR. HYD. = 25007",(D)
6581,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,PHOSMET = 59201,1.683
6582,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,PYRETHRINS = 69001,(D)
6583,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,SPINETORAM = 110007,0.129
6584,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,SPINOSAD = 110003,(D)
6585,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,THIAMETHOXAM = 60109,(D)
6586,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,ZETA-CYPERMETHRIN = 129064,0.031
6587,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,CYTOKININS = 116801,(D)
6588,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,GIBBERELLIC ACID = 43801,(D)
6589,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,HYDROGEN PEROXIDE = 595,(D)
6590,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,METHYL ANTHRANILATE = 128725,(D)
6591,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,PELARGONIC ACID = 217500,(D)
6592,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,REYNOUTRIA SACHALINE = 55809,(D)
6593,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,AZOXYSTROBIN = 128810,1.7
6594,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482,(D)
6595,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,BACILLUS SUBTILIS = 6479,(D)
6596,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,BOSCALID = 128008,(D)
6597,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,CALCIUM POLYSULFIDE = 76702,1.1
6598,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,CAPTAN = 81301,2.5
6599,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,CHLOROTHALONIL = 81901,(D)
6600,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,COPPER CHLORIDE HYD. = 23501,(D)
6601,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,COPPER HYDROXIDE = 23401,(D)
6602,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,CYPRODINIL = 288202,(D)
6603,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,DIFENOCONAZOLE = 128847,(D)
6604,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,FENBUCONAZOLE = 129011,1.1
6605,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,FLUDIOXONIL = 71503,(D)
6606,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,FOSETYL-AL = 123301,(D)
6607,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,METCONAZOLE = 125619,1.5
6608,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,MONO-POTASSIUM SALT = 76416,(D)
6609,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,PYRACLOSTROBIN = 99100,1.1
6610,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,THIOPHANATE-METHYL = 102001,(D)
6611,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,ZIRAM = 34805,1.3
6612,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,"2,4-D, BEE = 30053",(D)
6613,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,AMMONIUM PELARGONATE = 31802,(D)
6614,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,BROMACIL = 12301,(D)
6615,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,BUTOXYETHYL TRICLOPY = 116004,(D)
6616,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,CARFENTRAZONE-ETHYL = 128712,(D)
6617,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,CLETHODIM = 121011,1.1
6618,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,CLOPYRALID MONO SALT = 117401,(D)
6619,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,DICHLOBENIL = 27401,(D)
6620,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,DIURON = 35505,1
6621,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,FLUMIOXAZIN = 129034,1
6622,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,GLUFOSINATE-AMMONIUM = 128850,(D)
6623,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,GLYPHOSATE ISO. SALT = 103601,(D)
6624,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,HEXAZINONE = 107201,(D)
6625,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,MESOTRIONE = 122990,1
6626,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,NAPROPAMIDE = 103001,(D)
6627,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,NORFLURAZON = 105801,1
6628,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,ORYZALIN = 104201,(D)
6629,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,PARAQUAT = 61601,1.5
6630,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,PENDIMETHALIN = 108501,1.1
6631,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,S-METOLACHLOR = 108800,(D)
6632,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,SIMAZINE = 80807,1
6633,2017,NEW JERSEY,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,SULFENTRAZONE = 129081,(D)
